city,locality,pincode,property_type,area,carpet_area,bhk,bedrooms,bathrooms,balconies,floor,total_floors,property_age,parking,furnished,property_condition,latitude,longitude,amenities_count,has_parking,has_lift,has_security,has_gym,has_swimming_pool,has_garden,has_clubhouse,has_power_backup,has_cctv,has_internet,has_water_supply,has_ac,price
Nagpur,Trimurti Nagar,440024,Independent House,2992,2497,5,5,5,3,0,2,3,2,Unfurnished,Good,21.114839,79.03839,3,1,0,0,0,0,0,0,1,0,0,0,1,20990000
Hyderabad,Manikonda,500010,Apartment,1045,886,3,3,3,1,8,22,8,0,Unfurnished,Good,17.399828,78.388619,11,1,1,1,1,1,0,1,1,1,1,1,1,8440000
Delhi NCR,Cyber City (Gurugram),110046,Apartment,1326,1129,2,2,2,2,13,22,1,1,Semi-Furnished,New,28.505684,77.083297,6,1,0,1,0,1,0,0,0,1,1,1,0,24550000
Pune,Hinjewadi,411020,Apartment,2039,1613,4,4,3,2,16,18,12,0,Unfurnished,Average,18.605576,73.737577,6,1,0,0,0,0,1,0,1,0,1,1,1,12290000
Kolkata,Rajarhat,700017,Apartment,1273,1086,3,3,3,1,3,7,12,0,Semi-Furnished,Average,22.626056,88.49552,6,1,0,1,1,0,0,1,0,1,0,1,0,6580000
Mumbai,Navi Mumbai - Vashi,400008,Apartment,1066,925,2,2,2,2,22,35,1,1,Fully Furnished,Good,19.058915,72.999431,7,1,1,1,1,0,0,0,0,1,0,1,1,20390000
Chennai,Anna Nagar,600025,Independent House,1190,959,3,3,2,3,0,3,3,1,Semi-Furnished,Average,13.078309,80.195068,3,0,1,0,0,0,1,0,0,0,1,0,0,19350000
Delhi NCR,Sector 150 (Noida),110046,Apartment,504,405,1,1,1,1,6,7,12,0,Semi-Furnished,Average,28.456928,77.482831,8,0,1,1,0,1,0,0,1,1,1,1,1,4460000
Pune,Magarpatta,411021,Apartment,2041,1688,4,4,3,0,13,14,0,1,Semi-Furnished,New,18.511485,73.928585,7,1,0,1,0,0,0,1,1,1,0,1,1,25890000
Nagpur,Ramdaspeth,440035,Apartment,920,739,2,2,1,3,4,4,0,2,Semi-Furnished,New,21.127561,79.063074,8,1,0,1,1,0,1,0,1,1,0,1,1,9670000
Mumbai,Navi Mumbai - Vashi,400018,Independent House,1617,1322,3,3,4,2,0,1,2,2,Semi-Furnished,New,19.074535,72.99374,5,1,1,1,0,1,0,0,0,0,0,0,1,29700000
Delhi NCR,Sohna Road (Gurugram),110039,Independent House,964,828,2,2,1,1,0,3,1,1,Semi-Furnished,New,28.393084,77.039815,6,1,0,1,0,0,1,0,1,1,1,0,0,11950000
Mumbai,Juhu,400044,Apartment,1787,1560,3,3,4,0,3,14,8,0,Semi-Furnished,Good,19.09462,72.828921,6,0,1,1,0,0,0,0,1,1,0,1,1,66860000
Hyderabad,Gachibowli,500028,Villa,1337,1161,3,3,2,2,0,2,2,1,Unfurnished,New,17.442574,78.347198,6,1,1,0,1,1,0,0,1,0,0,1,0,18320000
Pune,Viman Nagar,411035,Apartment,1569,1348,3,3,3,2,7,35,3,1,Unfurnished,Good,18.570257,73.909125,9,1,1,1,0,1,1,1,1,1,0,1,0,17330000
Pune,Aundh,411043,Independent House,1037,867,3,3,3,1,0,2,0,1,Semi-Furnished,New,18.555769,73.824397,7,1,0,0,1,1,1,0,1,1,0,1,0,16320000
Hyderabad,Manikonda,500023,Plot,955,955,0,0,0,0,0,0,0,0,Unfurnished,Average,17.394653,78.391959,0,0,0,0,0,0,0,0,0,0,0,0,0,5770000
Bengaluru,Electronic City,560034,Villa,1350,1100,3,3,4,2,0,3,1,1,Semi-Furnished,New,12.851172,77.681393,5,0,1,0,1,1,0,1,1,0,0,0,0,12840000
Delhi NCR,Dwarka (Delhi),110043,Apartment,1293,1081,3,3,2,2,4,10,3,1,Semi-Furnished,Average,28.588079,77.052998,7,0,1,1,0,1,0,1,1,1,0,1,0,15200000
Bengaluru,Indiranagar,560025,Apartment,948,753,3,3,4,0,5,7,5,2,Unfurnished,Average,12.978013,77.628504,6,1,1,1,1,0,0,0,1,0,0,1,0,14420000
Kolkata,Garia,700010,Apartment,1156,949,3,3,4,2,3,7,3,1,Semi-Furnished,Good,22.462705,88.392066,8,0,1,1,1,0,0,1,1,1,0,1,1,6720000
Kolkata,Jadavpur,700035,Apartment,1326,1041,3,3,2,3,4,4,2,1,Semi-Furnished,Good,22.501375,88.38321,7,1,0,1,1,1,0,1,1,0,0,1,0,9940000
Pune,Baner,411020,Apartment,1772,1538,3,3,2,0,3,14,0,1,Unfurnished,New,18.550627,73.789339,8,1,1,1,1,0,0,1,1,1,0,0,1,20230000
Bengaluru,Yelahanka,560016,Apartment,1488,1216,3,3,4,0,9,18,3,2,Fully Furnished,Good,13.11171,77.594534,9,0,1,1,0,1,1,1,1,1,0,1,1,12930000
Bengaluru,Hebbal,560015,Independent House,1534,1201,3,3,2,1,0,2,5,1,Semi-Furnished,Good,13.021574,77.595105,6,1,1,0,0,0,1,1,1,0,0,0,1,18230000
Mumbai,Andheri East,400018,Apartment,2669,2138,5,5,5,1,16,22,5,1,Unfurnished,Good,19.122056,72.861202,8,1,1,1,1,0,1,1,0,0,1,1,0,52790000
Kolkata,Jadavpur,700045,Apartment,1000,856,2,2,3,1,13,18,5,2,Semi-Furnished,Good,22.508828,88.370916,5,1,0,1,0,0,0,0,1,0,1,1,0,7640000
Mumbai,Kandivali East,400025,Apartment,1576,1342,3,3,3,0,2,4,2,1,Semi-Furnished,New,19.207188,72.859984,8,1,1,1,1,0,0,1,1,1,0,0,1,27040000
Chennai,Porur,600017,Apartment,968,788,2,2,2,2,5,14,1,2,Semi-Furnished,New,13.033858,80.163854,7,1,0,1,0,1,0,0,1,1,0,1,1,8070000
Delhi NCR,Cyber City (Gurugram),110027,Apartment,918,745,2,2,3,2,7,14,3,1,Semi-Furnished,Good,28.485738,77.093586,7,0,0,1,0,1,1,0,1,1,1,1,0,15290000
Hyderabad,Madhapur,500031,Apartment,500,398,1,1,2,0,4,18,0,0,Fully Furnished,New,17.440465,78.390392,7,1,1,1,0,0,0,1,1,0,0,1,1,6750000
Nagpur,Sadar,440026,Apartment,949,760,2,2,2,3,7,35,18,2,Semi-Furnished,Average,21.159454,79.069795,8,1,1,1,0,0,1,0,1,1,0,1,1,6740000
Delhi NCR,Vasant Kunj (Delhi),110030,Independent House,816,651,2,2,3,1,0,1,3,2,Semi-Furnished,Average,28.52094,77.153166,4,1,0,0,0,0,0,0,1,1,0,1,0,18830000
Kolkata,Ballygunge,700029,Independent House,1360,1111,3,3,4,2,0,1,8,2,Unfurnished,Good,22.527529,88.368886,8,1,1,0,0,1,1,0,0,1,1,1,1,22080000
Bengaluru,Hebbal,560022,Apartment,1623,1408,3,3,3,2,13,22,2,1,Unfurnished,Good,13.035091,77.597026,9,1,1,1,0,1,1,1,1,1,1,0,0,17060000
Nagpur,Trimurti Nagar,440037,Apartment,787,670,2,2,1,3,2,14,3,1,Fully Furnished,Good,21.113578,79.032823,7,1,1,1,0,1,0,0,1,1,1,0,0,5960000
Hyderabad,Jubilee Hills,500019,Apartment,766,602,2,2,1,1,33,35,5,1,Fully Furnished,New,17.442566,78.413316,7,1,1,1,0,0,0,0,1,1,0,1,1,16970000
Hyderabad,Uppal,500022,Apartment,2100,1752,4,4,5,2,1,10,3,1,Semi-Furnished,Good,17.397342,78.562361,8,1,1,0,0,1,1,1,0,1,1,1,0,13500000
Pune,Kharadi,411028,Apartment,1834,1507,4,4,4,2,8,14,3,1,Semi-Furnished,Average,18.539333,73.940726,6,1,1,0,0,0,0,1,1,1,1,0,0,17040000
Mumbai,Goregaon West,400037,Apartment,1117,943,3,3,4,2,25,35,1,1,Unfurnished,Good,19.158733,72.833827,8,0,1,1,1,1,0,1,1,1,0,1,0,24060000
Bengaluru,Sarjapur Road,560040,Apartment,894,704,2,2,3,2,9,35,5,1,Semi-Furnished,Needs Renovation,12.908168,77.679794,10,1,1,1,0,1,1,0,1,1,1,1,1,6650000
Nagpur,Besha,440010,Apartment,910,756,2,2,1,2,1,14,2,0,Semi-Furnished,New,21.075342,79.08847,5,1,0,1,0,0,0,1,0,1,0,1,0,5040000
Mumbai,Juhu,400038,Apartment,1036,897,2,2,3,1,6,14,8,1,Semi-Furnished,Good,19.094773,72.83049,5,0,1,1,0,1,0,0,0,1,0,1,0,41410000
Nagpur,Manish Nagar,440014,Apartment,875,685,2,2,2,1,23,35,3,2,Semi-Furnished,Good,21.079138,79.083465,8,1,1,1,0,0,1,0,1,1,1,1,0,6330000
Mumbai,Kandivali East,400011,Independent House,758,624,2,2,2,2,0,3,2,2,Semi-Furnished,New,19.19459,72.868,8,1,1,1,1,0,1,0,1,1,1,0,0,16400000
Pune,Wakad,411005,Independent House,1942,1536,4,4,4,1,0,1,0,1,Unfurnished,New,18.598033,73.759978,5,0,0,1,0,0,1,1,1,0,1,0,0,20120000
Chennai,Anna Nagar,600036,Apartment,1041,834,2,2,2,1,6,10,0,0,Fully Furnished,Average,13.0822,80.196624,7,1,1,0,0,1,0,1,0,1,0,1,1,15600000
Bengaluru,Indiranagar,560044,Apartment,767,655,2,2,1,1,15,22,8,2,Fully Furnished,Good,12.980537,77.643351,5,1,1,1,0,0,0,0,1,0,0,0,1,11950000
Mumbai,Andheri East,400021,Independent House,1079,896,2,2,2,1,0,1,5,3,Semi-Furnished,Good,19.104703,72.882173,6,1,1,0,1,0,1,0,1,0,1,0,0,25000000
Bengaluru,Indiranagar,560043,Apartment,736,574,2,2,2,3,7,18,8,0,Semi-Furnished,Good,12.969264,77.643585,8,1,1,1,0,0,1,0,1,1,1,1,0,11110000
Chennai,Besant Nagar,600031,Villa,2063,1635,4,4,4,3,0,2,18,0,Unfurnished,Good,13.013102,80.261106,6,1,0,0,0,0,0,1,1,0,1,1,1,35620000
Hyderabad,Gachibowli,500035,Villa,728,577,1,1,1,2,0,2,0,3,Fully Furnished,New,17.442264,78.336047,8,1,1,0,1,1,0,0,1,1,1,0,1,12410000
Nagpur,Trimurti Nagar,440039,Apartment,1106,972,3,3,4,0,2,28,0,2,Fully Furnished,Good,21.129254,79.032417,9,1,1,1,0,1,0,1,0,1,1,1,1,9860000
Delhi NCR,Indirapuram (Ghaziabad),110002,Apartment,1200,1055,2,2,2,1,26,35,2,1,Unfurnished,New,28.633627,77.37516,7,1,0,1,0,0,0,0,1,1,1,1,1,10150000
Mumbai,Thane West,400034,Apartment,1597,1282,3,3,2,0,8,10,2,1,Semi-Furnished,New,19.221839,72.988117,10,1,1,1,0,1,1,1,1,1,1,1,0,26760000
Pune,Kharadi,411034,Apartment,887,718,2,2,2,2,16,22,1,1,Fully Furnished,New,18.548825,73.941967,7,1,0,1,1,1,0,0,1,1,0,1,0,10860000
Kolkata,Alipore,700003,Apartment,610,501,1,1,1,3,20,22,3,1,Unfurnished,Good,22.537362,88.313592,7,1,1,1,0,1,0,0,1,1,0,1,0,11400000
Nagpur,Manish Nagar,440014,Villa,987,779,2,2,1,1,0,1,8,0,Semi-Furnished,Average,21.10445,79.071171,7,1,1,1,0,1,0,0,1,0,1,0,1,7850000
Mumbai,Goregaon West,400040,Apartment,587,493,1,1,1,0,14,14,5,2,Unfurnished,Good,19.168512,72.854107,6,0,1,1,0,0,1,0,1,1,0,0,1,12160000
Pune,Magarpatta,411020,Apartment,621,487,1,1,1,2,11,14,8,1,Unfurnished,Good,18.517738,73.923332,6,1,0,1,0,0,1,0,0,1,1,1,0,5960000
Pune,Viman Nagar,411039,Independent House,1219,1023,3,3,3,2,0,2,5,1,Unfurnished,Average,18.567543,73.895613,8,1,1,0,0,1,1,0,1,0,1,1,1,14590000
Bengaluru,Sarjapur Road,560021,Apartment,1369,1176,3,3,3,1,4,28,0,2,Semi-Furnished,New,12.90761,77.686758,6,0,1,1,1,0,0,1,0,0,1,1,0,12670000
Bengaluru,JP Nagar,560021,Independent House,1279,1075,2,2,2,3,0,2,0,1,Fully Furnished,New,12.905478,77.584533,5,1,1,0,0,1,1,0,1,0,0,0,0,17200000
Chennai,OMR (Thoraipakkam),600026,Apartment,582,483,1,1,1,3,21,22,2,1,Unfurnished,New,12.954096,80.245287,6,0,1,1,0,0,0,0,1,1,0,1,1,5240000
Delhi NCR,Indirapuram (Ghaziabad),110025,Apartment,1043,839,2,2,1,2,2,18,12,1,Unfurnished,Average,28.637132,77.363399,7,1,1,1,0,0,0,0,1,0,1,1,1,6030000
Pune,Kharadi,411002,Independent House,1340,1149,3,3,4,2,0,2,2,1,Semi-Furnished,Good,18.55999,73.937575,4,1,0,0,0,0,1,0,1,0,0,0,1,16010000
Bengaluru,Bellandur,560019,Apartment,2552,2139,4,4,4,3,9,18,2,3,Semi-Furnished,New,12.922348,77.661839,6,1,1,0,0,0,0,1,1,1,0,1,0,30170000
Delhi NCR,Cyber City (Gurugram),110037,Apartment,1182,1004,2,2,2,3,24,28,0,1,Semi-Furnished,New,28.48407,77.101574,8,1,1,1,0,0,1,0,1,1,1,1,0,24780000
Chennai,Adyar,600020,Apartment,977,772,2,2,3,3,14,28,2,0,Semi-Furnished,New,13.014118,80.267257,9,1,0,1,0,1,1,1,0,1,1,1,1,17710000
Chennai,Sholinganallur,600038,Apartment,1519,1318,3,3,2,2,9,35,1,1,Unfurnished,New,12.905931,80.2247,9,1,1,1,0,0,1,0,1,1,1,1,1,12240000
Bengaluru,Yelahanka,560019,Apartment,795,640,2,2,2,2,13,22,0,1,Fully Furnished,New,13.098036,77.593367,7,1,0,1,0,0,1,1,1,1,0,1,0,7440000
Kolkata,Rajarhat,700009,Independent House,973,855,2,2,1,2,0,1,3,1,Semi-Furnished,Good,22.617408,88.494018,4,1,0,0,0,0,1,0,1,0,1,0,0,6600000
Hyderabad,Kondapur,500026,Apartment,930,808,2,2,2,1,12,28,25,2,Unfurnished,Average,17.470952,78.355315,11,1,1,1,1,1,1,0,1,1,1,1,1,6200000
Bengaluru,Yelahanka,560027,Independent House,678,593,2,2,1,0,0,3,8,1,Semi-Furnished,Good,13.103552,77.601481,5,1,0,1,0,0,0,0,1,0,1,0,1,5830000
Bengaluru,Yelahanka,560022,Apartment,1661,1400,3,3,2,1,5,10,3,1,Fully Furnished,Good,13.102312,77.600129,12,1,1,1,1,1,1,1,1,1,1,1,1,14900000
Pune,Hinjewadi,411012,Apartment,3596,3026,5,5,6,2,2,10,2,2,Semi-Furnished,Good,18.578682,73.731751,5,0,1,1,1,0,0,1,1,0,0,0,0,30350000
Mumbai,Powai,400028,Apartment,779,647,3,3,3,3,5,10,2,1,Semi-Furnished,New,19.116479,72.915378,9,1,1,1,0,0,0,1,1,1,1,1,1,19910000
Delhi NCR,Greater Noida West,110046,Apartment,1297,1022,3,3,3,0,11,14,12,1,Fully Furnished,Good,28.591035,77.432175,7,1,1,0,0,0,1,0,1,1,1,1,0,8030000
Pune,Kalyani Nagar,411043,Villa,1841,1601,4,4,4,3,0,3,1,2,Unfurnished,New,18.555169,73.914686,6,1,0,1,0,0,1,0,1,0,1,1,0,34150000
Bengaluru,Whitefield,560004,Apartment,1050,847,3,3,3,1,7,7,12,0,Semi-Furnished,Needs Renovation,12.965609,77.748528,8,0,1,1,0,1,1,1,1,1,0,1,0,7540000
Delhi NCR,Cyber City (Gurugram),110004,Apartment,474,404,1,1,2,2,1,10,2,1,Unfurnished,New,28.488847,77.093585,7,1,1,1,1,0,0,0,1,1,0,1,0,8560000
Kolkata,Rajarhat,700025,Apartment,515,409,1,1,1,3,6,7,3,1,Semi-Furnished,Good,22.609334,88.516273,5,0,1,1,0,0,0,0,0,1,0,1,1,3490000
Nagpur,Ramdaspeth,440016,Independent House,904,794,2,2,2,1,0,3,3,1,Fully Furnished,New,21.142152,79.074404,6,1,0,1,0,1,0,0,1,0,0,1,1,12370000
Kolkata,Jadavpur,700029,Apartment,1440,1256,3,3,3,1,7,14,0,2,Semi-Furnished,Good,22.49873,88.370091,7,1,1,0,1,1,0,0,1,1,1,0,0,10370000
Bengaluru,Yelahanka,560020,Apartment,2832,2375,4,4,4,2,10,10,0,2,Unfurnished,New,13.093168,77.58542,9,1,1,1,0,1,1,1,1,0,0,1,1,23700000
Nagpur,Manish Nagar,440038,Apartment,785,615,2,2,2,3,10,28,1,1,Unfurnished,New,21.090686,79.088902,9,1,1,1,1,1,1,0,1,1,0,1,0,5740000
Pune,Kalyani Nagar,411002,Apartment,1605,1274,3,3,3,3,4,4,25,1,Fully Furnished,Average,18.543855,73.903697,11,1,1,1,1,1,0,1,1,1,1,1,1,17520000
Bengaluru,Bellandur,560039,Villa,649,544,2,2,2,0,0,1,3,2,Semi-Furnished,Average,12.930565,77.664542,4,1,0,0,0,0,0,1,1,1,0,0,0,8880000
Hyderabad,Jubilee Hills,500021,Apartment,880,756,2,2,1,2,6,7,12,2,Semi-Furnished,Average,17.430421,78.401142,9,1,1,1,0,0,1,1,0,1,1,1,1,13510000
Bengaluru,Hebbal,560014,Apartment,1973,1668,3,3,4,1,8,18,18,1,Unfurnished,Needs Renovation,13.043323,77.584606,10,1,1,1,1,1,1,1,1,1,0,1,0,14910000
Pune,Viman Nagar,411005,Villa,1154,961,2,2,2,3,0,2,12,1,Semi-Furnished,Good,18.56565,73.916754,9,1,1,0,1,1,1,1,0,1,1,0,1,16250000
Bengaluru,Indiranagar,560042,Apartment,1897,1539,3,3,2,2,8,10,3,1,Unfurnished,Good,12.97203,77.641968,7,1,1,1,0,1,0,0,1,1,0,1,0,28600000
Hyderabad,Kondapur,500008,Independent House,1558,1306,4,4,5,1,0,2,5,1,Semi-Furnished,Average,17.487433,78.348347,6,1,1,1,0,0,1,1,1,0,0,0,0,15170000
Nagpur,Besha,440014,Apartment,1442,1221,4,4,3,3,4,4,12,1,Unfurnished,Good,21.070807,79.094376,9,1,1,1,0,1,1,0,0,1,1,1,1,6050000
Mumbai,Thane West,400039,Independent House,641,513,1,1,1,3,0,1,5,0,Unfurnished,Good,19.216148,72.987381,6,1,0,0,1,1,0,1,0,1,1,0,0,10690000
Pune,Magarpatta,411026,Apartment,849,724,2,2,1,3,3,7,3,1,Semi-Furnished,Good,18.516414,73.928668,8,0,1,1,1,0,1,0,1,1,0,1,1,9350000
Pune,Aundh,411040,Apartment,952,745,2,2,3,2,6,18,12,1,Fully Furnished,Good,18.564122,73.806753,7,1,0,1,0,1,0,0,0,1,1,1,1,11850000
Delhi NCR,Indirapuram (Ghaziabad),110040,Villa,1171,985,2,2,2,0,0,2,5,1,Semi-Furnished,Good,28.645169,77.38061,7,0,1,1,1,1,0,0,1,1,0,1,0,11720000
Bengaluru,Yelahanka,560012,Villa,923,739,2,2,2,1,0,3,3,1,Fully Furnished,Good,13.103251,77.587619,4,0,0,1,0,0,0,1,1,0,0,1,0,10580000
Mumbai,Bandra West,400005,Apartment,1048,845,4,4,5,2,7,22,5,1,Unfurnished,Average,19.058903,72.838627,6,0,1,1,0,1,0,0,1,1,0,1,0,39140000
Pune,Hadapsar,411023,Apartment,1018,830,2,2,2,0,3,14,2,2,Semi-Furnished,New,18.503454,73.92295,3,1,1,0,0,0,0,0,0,0,0,1,0,9340000
Bengaluru,JP Nagar,560024,Villa,600,489,1,1,2,3,0,2,0,1,Fully Furnished,Average,12.890025,77.577889,6,1,1,0,0,0,1,1,0,0,1,0,1,9030000
Delhi NCR,Dwarka (Delhi),110022,Apartment,1026,807,2,2,2,3,25,35,5,0,Semi-Furnished,Average,28.606085,77.059461,12,1,1,1,1,1,1,1,1,1,1,1,1,13320000
Kolkata,Jadavpur,700024,Apartment,4641,3810,5,5,5,2,10,18,1,1,Semi-Furnished,New,22.498196,88.363299,9,1,1,1,1,0,0,0,1,1,1,1,1,36870000
Mumbai,Goregaon West,400031,Apartment,831,714,3,3,2,3,19,28,2,2,Fully Furnished,New,19.177456,72.853458,8,1,1,1,0,0,0,1,1,1,1,1,0,20830000
Hyderabad,Kukatpally,500013,Apartment,1342,1074,3,3,2,1,8,10,5,0,Semi-Furnished,Average,17.495565,78.391917,6,0,0,0,0,1,1,0,1,1,1,1,0,8840000
Delhi NCR,Cyber City (Gurugram),110013,Apartment,1346,1168,3,3,2,3,7,18,2,2,Semi-Furnished,Good,28.492431,77.086393,8,1,1,1,1,0,1,0,0,1,1,1,0,24350000
Bengaluru,HSR Layout,560036,Apartment,1760,1448,3,3,3,1,6,7,5,1,Fully Furnished,New,12.909675,77.645964,7,1,1,1,0,1,0,0,1,1,0,1,0,25360000
Nagpur,Sadar,440008,Apartment,1539,1200,3,3,3,3,19,28,0,1,Semi-Furnished,New,21.158085,79.082771,7,1,0,1,0,1,0,1,0,1,1,1,0,15930000
Bengaluru,Koramangala,560040,Apartment,1115,963,3,3,3,2,6,22,3,1,Unfurnished,Good,12.945308,77.635953,6,1,1,0,0,0,0,1,0,1,1,1,0,15540000
Hyderabad,HITEC City,500007,Apartment,1448,1132,3,3,4,0,34,35,2,1,Semi-Furnished,New,17.448638,78.372835,10,1,1,1,0,1,1,1,1,1,0,1,1,20700000
Nagpur,Ramdaspeth,440036,Apartment,977,815,2,2,3,2,1,7,5,1,Semi-Furnished,Good,21.123457,79.079073,7,1,1,1,1,0,0,0,1,1,0,1,0,9010000
Pune,Kharadi,411026,Apartment,2455,1967,4,4,3,2,31,35,1,2,Semi-Furnished,Good,18.54623,73.93381,8,1,1,1,0,0,0,0,1,1,1,1,1,28680000
Mumbai,Juhu,400020,Apartment,1525,1305,3,3,3,0,2,7,3,2,Semi-Furnished,Average,19.098864,72.818181,8,1,1,1,1,1,0,1,1,1,0,0,0,58420000
Mumbai,Bandra West,400033,Independent House,1499,1228,3,3,4,2,0,1,2,0,Semi-Furnished,New,19.062466,72.822755,6,1,1,0,0,0,0,0,1,0,1,1,1,81130000
Mumbai,Borivali West,400036,Apartment,998,850,2,2,2,2,12,14,8,1,Fully Furnished,Good,19.229245,72.873958,6,1,1,1,0,0,1,0,1,0,0,1,0,19480000
Pune,Viman Nagar,411038,Apartment,1857,1629,3,3,3,2,1,14,18,2,Semi-Furnished,Good,18.558537,73.901714,6,0,1,1,0,1,0,0,0,1,0,1,1,16480000
Delhi NCR,Vasant Kunj (Delhi),110005,Apartment,1153,977,2,2,2,1,4,10,1,1,Unfurnished,Good,28.534049,77.149743,5,1,0,1,1,0,0,1,0,0,0,1,0,22470000
Kolkata,Rajarhat,700027,Apartment,1105,927,3,3,3,1,2,7,2,1,Semi-Furnished,Good,22.605507,88.495747,8,1,1,0,0,0,1,1,1,0,1,1,1,7380000
Mumbai,Kandivali East,400036,Apartment,951,787,2,2,2,1,14,28,0,1,Semi-Furnished,New,19.195,72.88182,6,1,0,1,1,1,0,0,0,1,0,1,0,18080000
Mumbai,Borivali West,400019,Apartment,1041,840,2,2,1,3,4,28,3,1,Semi-Furnished,New,19.219064,72.855176,7,1,1,0,0,0,1,0,1,1,0,1,1,21090000
Bengaluru,Koramangala,560044,Villa,1482,1176,3,3,3,3,0,1,8,1,Unfurnished,Average,12.936437,77.628456,10,1,0,1,0,1,1,1,1,1,1,1,1,24310000
Delhi NCR,Sector 150 (Noida),110044,Apartment,1449,1159,3,3,4,2,2,7,5,1,Fully Furnished,Needs Renovation,28.45591,77.479853,6,1,0,1,0,1,0,1,1,0,0,1,0,12260000
Pune,Aundh,411009,Apartment,1618,1396,4,4,5,2,33,35,1,2,Semi-Furnished,Average,18.552058,73.790986,9,1,1,1,1,0,1,0,1,1,1,1,0,22760000
Bengaluru,Koramangala,560037,Apartment,1608,1258,3,3,2,1,2,10,3,1,Unfurnished,Good,12.941948,77.626954,8,1,0,1,1,0,0,0,1,1,1,1,1,21030000
Pune,Hinjewadi,411012,Independent House,472,371,1,1,1,0,0,3,1,3,Semi-Furnished,New,18.592663,73.739984,3,1,1,0,0,0,0,0,1,0,0,0,0,4830000
Chennai,Porur,600004,Apartment,2239,1747,4,4,5,1,1,4,1,1,Semi-Furnished,New,13.038293,80.157466,9,1,1,1,0,1,1,1,0,1,0,1,1,17160000
Hyderabad,Uppal,500010,Apartment,1117,964,2,2,2,0,4,4,1,2,Semi-Furnished,New,17.398354,78.549555,6,0,1,1,0,1,1,0,0,1,0,0,1,7150000
Mumbai,Powai,400016,Apartment,890,767,2,2,3,1,3,10,2,2,Unfurnished,New,19.125552,72.905662,9,1,1,1,0,1,1,1,1,1,0,1,0,21270000
Hyderabad,Kukatpally,500009,Apartment,1085,937,3,3,2,1,4,10,18,3,Unfurnished,Needs Renovation,17.501084,78.394384,9,1,1,1,1,0,0,1,1,1,1,1,0,5820000
Hyderabad,Kondapur,500016,Apartment,1203,1038,2,2,2,2,4,14,5,1,Unfurnished,Good,17.47397,78.344774,8,1,1,1,1,0,0,0,1,1,0,1,1,9530000
Hyderabad,Banjara Hills,500011,Apartment,573,496,1,1,1,3,1,4,0,2,Semi-Furnished,New,17.405898,78.440888,7,1,1,1,1,0,0,0,1,1,0,1,0,11070000
Mumbai,Kandivali East,400035,Apartment,978,847,2,2,1,2,11,14,0,1,Fully Furnished,Good,19.200546,72.882631,9,0,0,1,1,1,1,0,1,1,1,1,1,22330000
Bengaluru,Yelahanka,560017,Apartment,902,714,2,2,3,2,9,28,2,1,Semi-Furnished,New,13.103524,77.597079,7,1,1,0,0,1,1,0,0,1,1,1,0,7650000
Mumbai,Juhu,400013,Apartment,493,411,1,1,1,2,21,35,3,0,Semi-Furnished,Good,19.09882,72.817215,8,1,1,1,0,0,1,0,1,1,0,1,1,22730000
Mumbai,Kandivali East,400039,Apartment,525,437,1,1,1,1,23,35,0,1,Semi-Furnished,Good,19.185574,72.872259,9,1,1,1,0,1,1,0,1,1,1,0,1,10350000
Mumbai,Thane West,400021,Apartment,1739,1435,3,3,3,1,14,18,2,0,Unfurnished,New,19.221285,72.966271,6,1,0,0,0,0,1,1,1,1,0,1,0,24190000
Hyderabad,HITEC City,500035,Apartment,1218,1014,3,3,4,2,18,35,3,1,Semi-Furnished,Good,17.438499,78.384745,7,1,1,0,1,0,0,1,0,1,0,1,1,15020000
Chennai,Adyar,600017,Plot,1228,1228,0,0,0,0,0,0,4,0,Unfurnished,Average,13.01027,80.245901,1,0,0,0,0,0,0,0,0,0,0,1,0,14190000
Mumbai,Juhu,400045,Apartment,1581,1336,3,3,3,2,9,35,0,2,Semi-Furnished,New,19.091354,72.836881,8,1,1,1,0,1,0,1,1,1,0,1,0,75700000
Bengaluru,JP Nagar,560021,Villa,1498,1286,3,3,2,0,0,2,1,1,Semi-Furnished,New,12.899381,77.595902,6,1,1,0,1,0,1,0,0,1,0,0,1,21110000
Delhi NCR,Vasant Kunj (Delhi),110008,Apartment,1609,1377,3,3,2,2,5,14,5,1,Semi-Furnished,Good,28.526565,77.148207,10,1,1,1,0,1,1,1,0,1,1,1,1,37330000
Mumbai,Bandra West,400013,Apartment,989,805,2,2,3,2,12,14,2,1,Semi-Furnished,Good,19.064831,72.817283,7,1,1,1,0,1,0,1,1,0,0,1,0,52610000
Pune,Viman Nagar,411020,Apartment,740,631,2,2,2,0,4,18,2,1,Unfurnished,New,18.576099,73.906342,7,1,1,0,0,0,1,0,0,1,1,1,1,8530000
Mumbai,Borivali West,400028,Plot,1402,1402,0,0,0,0,0,0,1,0,Unfurnished,Average,19.23701,72.86492,1,0,0,0,0,0,0,0,0,0,0,1,0,18440000
Pune,Viman Nagar,411002,Apartment,1674,1389,3,3,3,3,23,28,0,1,Fully Furnished,Average,18.57626,73.906796,7,1,0,0,1,1,1,1,1,0,0,1,0,23440000
Delhi NCR,Sector 150 (Noida),110042,Apartment,1032,844,3,3,3,3,21,28,0,1,Semi-Furnished,New,28.450002,77.481832,7,1,1,1,0,1,0,1,0,0,1,1,0,11550000
